Timestamp;Temp;Hum;OFFCHIP_PLATINUM_78kHz_IN-PHASE_0000;OFFCHIP_GOLD_78kHz_IN-PHASE_0000;OFFCHIP_PLATINUM_200Hz_IN-PHASE_0000;OFFCHIP_PLATINUM_200Hz_QUADRATURE_0000;OFFCHIP_GOLD_200Hz_IN-PHASE_0000;OFFCHIP_GOLD_200Hz_QUADRATURE_0000;OFFCHIP_SILVER_200Hz_IN-PHASE_0000;OFFCHIP_SILVER_200Hz_QUADRATURE_0000;OFFCHIP_NICKEL_200Hz_IN-PHASE_0000;OFFCHIP_NICKEL_200Hz_QUADRATURE_0000;DISTANCE;FILTERED_ANALYTE;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;
102.635;----;----;923.0;13038.0;6970.0;-5896.0;2388.0;-2247.0;5576.0;-2851.0;1349.0;-2057.0;101.19829;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
103.724;----;----;923.0;13035.0;6959.0;-6004.0;2393.0;-2277.0;5573.0;-2887.0;1340.0;-2084.0;140.0693;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
104.812;----;----;924.0;13034.0;6980.0;-6008.0;2393.0;-2282.0;5574.0;-2898.0;1337.0;-2086.0;149.51756;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
105.894;----;----;923.0;13033.0;6994.0;-5942.0;2397.0;-2260.0;5581.0;-2866.0;1345.0;-2067.0;111.77169;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
106.975;----;----;924.0;13034.0;6974.0;-5973.0;2406.0;-2271.0;5579.0;-2880.0;1346.0;-2078.0;104.91134;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
108.07;----;----;923.0;13034.0;7005.0;-6013.0;2397.0;-2280.0;5575.0;-2885.0;1336.0;-2085.0;146.5563;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
109.165;----;----;923.0;13030.0;6999.0;-6035.0;2395.0;-2285.0;5567.0;-2901.0;1333.0;-2091.0;152.8783;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
110.261;----;----;924.0;13030.0;7006.0;-6036.0;2391.0;-2285.0;5561.0;-2897.0;1338.0;-2091.0;147.4364;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
111.353;----;----;923.0;13031.0;7014.0;-5891.0;2391.0;-2239.0;5577.0;-2839.0;1350.0;-2051.0;116.60257;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
112.453;----;----;924.0;13028.0;7030.0;-5949.0;2411.0;-2260.0;5588.0;-2859.0;1351.0;-2067.0;112.9889;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
113.55;----;----;923.0;13047.0;7032.0;-5997.0;2394.0;-2271.0;5556.0;-2869.0;1348.0;-2077.0;120.03381;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
114.639;----;----;925.0;13043.0;7031.0;-5988.0;2415.0;-2266.0;5576.0;-2859.0;1342.0;-2071.0;110.41433;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
115.732;----;----;923.0;13047.0;7049.0;-6025.0;2402.0;-2281.0;5557.0;-2879.0;1346.0;-2085.0;137.86906;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
116.824;----;----;924.0;13041.0;7047.0;-5915.0;2401.0;-2247.0;5571.0;-2840.0;1344.0;-2053.0;109.53925;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
117.921;----;----;924.0;13039.0;7042.0;-5982.0;2406.0;-2269.0;5571.0;-2866.0;1337.0;-2072.0;95.128204;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
119.005;----;----;925.0;13042.0;7043.0;-6063.0;2384.0;-2290.0;5560.0;-2899.0;1331.0;-2092.0;149.58662;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
120.094;----;----;923.0;13037.0;7065.0;-6031.0;2394.0;-2281.0;5559.0;-2885.0;1343.0;-2086.0;127.53579;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
121.184;----;----;924.0;13036.0;7066.0;-6071.0;2386.0;-2289.0;5567.0;-2898.0;1336.0;-2095.0;151.56589;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
122.274;----;----;925.0;13036.0;7085.0;-6063.0;2394.0;-2284.0;5585.0;-2880.0;1344.0;-2090.0;147.04735;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
123.369;----;----;924.0;13033.0;7078.0;-5979.0;2396.0;-2260.0;5576.0;-2852.0;1350.0;-2069.0;96.968834;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
124.467;----;----;924.0;13032.0;7097.0;-6067.0;2408.0;-2286.0;5572.0;-2885.0;1348.0;-2090.0;145.72533;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
125.565;----;----;923.0;13032.0;7099.0;-5943.0;2404.0;-2246.0;5568.0;-2834.0;1353.0;-2053.0;119.84378;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
126.653;----;----;924.0;13035.0;7108.0;-6058.0;2418.0;-2284.0;5568.0;-2876.0;1339.0;-2084.0;136.1693;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
127.745;----;----;924.0;13032.0;7094.0;-6054.0;2405.0;-2286.0;5578.0;-2881.0;1339.0;-2086.0;114.067024;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
128.833;----;----;924.0;13030.0;7119.0;-6072.0;2422.0;-2289.0;5556.0;-2881.0;1348.0;-2090.0;140.53981;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
129.924;----;----;924.0;13030.0;7118.0;-6090.0;2403.0;-2295.0;5581.0;-2890.0;1342.0;-2096.0;142.96193;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
131.001;----;----;924.0;13027.0;7108.0;-6093.0;2402.0;-2294.0;5546.0;-2888.0;1341.0;-2096.0;131.25584;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
132.085;----;----;923.0;13027.0;7132.0;-6059.0;2400.0;-2284.0;5547.0;-2879.0;1349.0;-2088.0;116.73227;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
133.175;----;----;924.0;13025.0;7115.0;-6095.0;2407.0;-2293.0;5551.0;-2891.0;1341.0;-2095.0;121.72957;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
134.261;----;----;924.0;13029.0;7137.0;-6080.0;2408.0;-2286.0;5545.0;-2872.0;1340.0;-2088.0;118.20998;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
135.35;----;----;925.0;13025.0;7132.0;-5997.0;2406.0;-2260.0;5551.0;-2845.0;1353.0;-2067.0;94.526566;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
136.433;----;----;924.0;13025.0;7118.0;-6020.0;2410.0;-2264.0;5581.0;-2846.0;1347.0;-2070.0;74.181;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
137.512;----;----;924.0;13028.0;7143.0;-6060.0;2419.0;-2276.0;5580.0;-2863.0;1350.0;-2081.0;98.87161;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
138.602;----;----;925.0;13028.0;7153.0;-6014.0;2404.0;-2260.0;5564.0;-2844.0;1347.0;-2067.0;95.124664;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
139.694;----;----;924.0;13027.0;7147.0;-5968.0;2410.0;-2245.0;5572.0;-2828.0;1347.0;-2051.0;109.27136;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
140.781;----;----;924.0;13025.0;7134.0;-6092.0;2417.0;-2293.0;5578.0;-2888.0;1336.0;-2090.0;104.942955;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
141.876;----;----;924.0;13025.0;7165.0;-5953.0;2423.0;-2246.0;5567.0;-2819.0;1343.0;-2048.0;128.38875;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
142.967;----;----;924.0;13021.0;7183.0;-6042.0;2407.0;-2275.0;5565.0;-2858.0;1349.0;-2074.0;103.70716;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
144.067;----;----;924.0;13022.0;7165.0;-5982.0;2425.0;-2257.0;5586.0;-2835.0;1352.0;-2055.0;96.71047;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
145.154;----;----;924.0;13023.0;7170.0;-6004.0;2432.0;-2267.0;5571.0;-2845.0;1342.0;-2062.0;84.016945;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
146.238;----;----;923.0;13021.0;7166.0;-6128.0;2405.0;-2300.0;5558.0;-2890.0;1338.0;-2096.0;140.51723;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
147.328;----;----;924.0;13020.0;7208.0;-5967.0;2414.0;-2248.0;5584.0;-2827.0;1356.0;-2051.0;130.11523;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
148.421;----;----;923.0;13018.0;7205.0;-6090.0;2424.0;-2284.0;5575.0;-2865.0;1350.0;-2084.0;122.24405;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
149.509;----;----;924.0;13018.0;7196.0;-6056.0;2428.0;-2278.0;5567.0;-2859.0;1346.0;-2077.0;89.76564;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
150.592;----;----;924.0;13018.0;7206.0;-6003.0;2412.0;-2259.0;5579.0;-2839.0;1343.0;-2062.0;93.36332;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
151.679;----;----;923.0;13017.0;7213.0;-6045.0;2427.0;-2273.0;5561.0;-2848.0;1346.0;-2074.0;92.71609;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;
