Timestamp;Temp;Hum;OFFCHIP_PLATINUM_78kHz_IN-PHASE;OFFCHIP_GOLD_78kHz_IN-PHASE;OFFCHIP_PLATINUM_200Hz_IN-PHASE;OFFCHIP_PLATINUM_200Hz_QUADRATURE;OFFCHIP_GOLD_200Hz_IN-PHASE;OFFCHIP_GOLD_200Hz_QUADRATURE;OFFCHIP_SILVER_200Hz_IN-PHASE;OFFCHIP_SILVER_200Hz_QUADRATURE;OFFCHIP_NICKEL_200Hz_IN-PHASE;OFFCHIP_NICKEL_200Hz_QUADRATURE;DISTANCE;STATE;FILTERED_ANALYTE;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;
88.451;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1016.10284;BS;HYDROCHLORICACID;HYDROCHLORICACID;57.99992;1;79.1;NELSEN;28.999966;-;98.2;WATER;12.999993;-;99.0;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
89.54;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;971.89825;BS;HYDROCHLORICACID;HYDROCHLORICACID;80.99988;1;79.1;NELSEN;18.999983;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
90.632;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;996.89825;BS;HYDROCHLORICACID;HYDROCHLORICACID;72.99989;1;79.1;NELSEN;26.999971;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
91.73;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1031.8982;BS;HYDROCHLORICACID;HYDROCHLORICACID;61.999912;1;79.1;NELSEN;28.999966;-;98.2;WATER;9.0;-;99.0;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
92.819;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;928.9129;BS;HYDROCHLORICACID;HYDROCHLORICACID;75.99989;1;79.1;NELSEN;15.9999895;-;98.2;WATER;8.000002;-;99.0;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
93.916;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1080.6233;BS;HYDROCHLORICACID;HYDROCHLORICACID;59.99992;1;79.1;NELSEN;28.999966;-;98.2;WATER;10.999997;-;99.0;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
95.009;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1084.4187;BS;HYDROCHLORICACID;HYDROCHLORICACID;70.99989;1;79.1;NELSEN;28.999966;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
96.101;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;950.9129;BS;HYDROCHLORICACID;HYDROCHLORICACID;78.999886;1;79.1;WATER;11.999995;-;99.0;NELSEN;9.0;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
97.19;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1127.8982;BS;HYDROCHLORICACID;HYDROCHLORICACID;67.99991;1;79.1;NELSEN;31.999964;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
98.282;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;996.89825;BS;HYDROCHLORICACID;HYDROCHLORICACID;83.99988;1;79.1;NELSEN;11.999995;-;98.2;WATER;4.0000086;-;99.0;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
99.377;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1056.8982;BS;HYDROCHLORICACID;HYDROCHLORICACID;73.99989;1;79.1;NELSEN;25.999971;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
100.465;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1020.9129;BS;HYDROCHLORICACID;HYDROCHLORICACID;83.99988;1;79.1;NELSEN;15.9999895;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
101.551;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1132.8982;BS;HYDROCHLORICACID;HYDROCHLORICACID;77.99989;1;79.1;NELSEN;21.999979;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
102.635;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1065.801;BS;HYDROCHLORICACID;HYDROCHLORICACID;82.99988;1;79.1;NELSEN;16.999987;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
103.724;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1191.8982;BS;HYDROCHLORICACID;HYDROCHLORICACID;68.9999;1;79.1;NELSEN;30.999964;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
104.812;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1217.8445;BS;HYDROCHLORICACID;HYDROCHLORICACID;67.99991;1;79.1;NELSEN;31.999964;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
105.894;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1160.8982;BS;HYDROCHLORICACID;HYDROCHLORICACID;77.99989;1;79.1;NELSEN;21.999979;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
106.975;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1184.8445;BS;HYDROCHLORICACID;HYDROCHLORICACID;74.99989;1;79.1;NELSEN;24.999975;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
108.07;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1263.8982;BS;HYDROCHLORICACID;HYDROCHLORICACID;69.9999;1;79.1;NELSEN;29.999966;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
109.165;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1275.1028;BS;HYDROCHLORICACID;HYDROCHLORICACID;68.9999;1;79.1;NELSEN;30.999964;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
110.261;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1268.8445;BS;HYDROCHLORICACID;HYDROCHLORICACID;68.9999;1;79.1;NELSEN;30.999964;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
111.353;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1118.8157;BS;HYDROCHLORICACID;HYDROCHLORICACID;85.99988;1;79.1;NELSEN;13.999992;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
112.453;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1240.7473;BS;HYDROCHLORICACID;HYDROCHLORICACID;81.99988;1;79.1;NELSEN;17.999987;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
113.55;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1230.801;BS;HYDROCHLORICACID;HYDROCHLORICACID;72.99989;1;79.1;NELSEN;26.999971;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
114.639;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1267.8445;BS;HYDROCHLORICACID;HYDROCHLORICACID;77.99989;1;79.1;NELSEN;21.999979;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
115.732;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1290.8982;BS;HYDROCHLORICACID;HYDROCHLORICACID;70.99989;1;79.1;NELSEN;28.999966;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
116.824;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1172.8591;BS;HYDROCHLORICACID;HYDROCHLORICACID;84.99988;1;79.1;NELSEN;14.99999;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
117.921;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1263.8445;BS;HYDROCHLORICACID;HYDROCHLORICACID;74.99989;1;79.1;NELSEN;24.999975;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
119.005;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1324.8445;BS;HYDROCHLORICACID;HYDROCHLORICACID;65.99991;1;79.1;NELSEN;33.999958;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
120.094;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1314.8982;BS;HYDROCHLORICACID;HYDROCHLORICACID;70.99989;1;79.1;NELSEN;28.999966;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
121.184;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1367.8445;BS;HYDROCHLORICACID;HYDROCHLORICACID;63.99991;1;79.1;NELSEN;35.999958;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
122.274;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1405.8445;BS;HYDROCHLORICACID;HYDROCHLORICACID;65.99991;1;79.1;NELSEN;33.999958;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
123.369;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1294.7473;BS;HYDROCHLORICACID;HYDROCHLORICACID;74.99989;1;79.1;NELSEN;24.999975;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
124.467;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1422.7473;BS;HYDROCHLORICACID;HYDROCHLORICACID;67.99991;1;79.1;NELSEN;31.999964;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
125.565;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1271.8157;BS;HYDROCHLORICACID;HYDROCHLORICACID;83.99988;1;79.1;NELSEN;15.9999895;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
126.653;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1433.8445;BS;HYDROCHLORICACID;HYDROCHLORICACID;70.99989;1;79.1;NELSEN;28.999966;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
127.745;----;----;923.5269;13127.672;6431.268;-5652.5503;2310.08;-2213.0808;5549.7603;-2899.3977;1346.0486;-2053.0073;1414.8445;BS;HYDROCHLORICACID;HYDROCHLORICACID;68.9999;1;79.1;NELSEN;30.999964;-;98.2;ACETONE;1.4843378E-5;-;80.5;SODIUM_HYPOCHLORITE;1.4843378E-5;-;97.3;WATER;1.4843378E-5;-;99.0;FORMICACID;1.4843378E-5;-;83.4;ACETICACID;1.4843378E-5;-;96.2;ETHANOL;1.4843378E-5;-;92.1;PHOSPHORICACID;1.4843378E-5;-;89.4;HYDROGENPEROXIDE;1.4843378E-5;-;67.0;SODIUM_CHLORIDE;1.4843378E-5;-;90.3;;
